Example ID,Source,Figure ID,Data Provider,PI,Date Received,Data Measurment Published,Type,Carbon,Nitrogen,Phosphorus,Hydrogen,Titanium,Gold,Lithium,Nickel,Cobalt,Manganese,Oxygen,Cadmium,Selenium,Sulfur,Silicon,Platinum,Zinc,Indium,Selenium,Aluminum,Total Comp Knowledge,Particle Diameter Dimension 1 (nm),Particle Diameter Dimension 2 (nm),Particle Diameter Dimension 3 (nm),Capping Agent,Particle Shape,Concentration (mg/L),Surface Area (NMC) (m2/g),pH,Medium,Natural Organic Matter (mg/L),Purification Method,Total Centrifugation Steps,Exposure Time (min),Bacteria,Gram,Identity,Mutation,Prior Exposure,Method,Viability_Fraction,Error,Comments
261,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.10,14.10,14.10,None,Sphere,10.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,60,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.04 ,0.16 ,
262,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.10,14.10,14.10,None,Sphere,50.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,60,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.09 ,0.10 ,
263,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.10,14.10,14.10,None,Sphere,100.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,60,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.94 ,0.09 ,
264,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.30,14.30,14.30,None,Sphere,0.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,60,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.00 ,0.10 ,
265,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.30,14.30,14.30,None,Sphere,1.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,60,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.01 ,0.10 ,
266,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.30,14.30,14.30,None,Sphere,10.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,60,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.98 ,0.10 ,
267,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.30,14.30,14.30,None,Sphere,50.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,60,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.09 ,0.09 ,
268,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.30,14.30,14.30,None,Sphere,100.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,60,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.90 ,0.10 ,
269,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,13.90,13.90,13.90,None,Sphere,0.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.00 ,0.10 ,
270,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,13.90,13.90,13.90,None,Sphere,1.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.06 ,0.10 ,
271,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,13.90,13.90,13.90,None,Sphere,10.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.00 ,0.13 ,
272,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,13.90,13.90,13.90,None,Sphere,50.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.98 ,0.06 ,
273,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,13.90,13.90,13.90,None,Sphere,100.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.02 ,0.10 ,
274,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.10,14.10,14.10,None,Sphere,0.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.00 ,0.10 ,
275,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.10,14.10,14.10,None,Sphere,1.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.02 ,0.06 ,
276,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.10,14.10,14.10,None,Sphere,10.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.02 ,0.11 ,
277,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.10,14.10,14.10,None,Sphere,50.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.93 ,0.14 ,
278,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.10,14.10,14.10,None,Sphere,100.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.91 ,0.12 ,
279,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.30,14.30,14.30,None,Sphere,0.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.00 ,0.10 ,
280,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.30,14.30,14.30,None,Sphere,1.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.04 ,0.07 ,
281,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.30,14.30,14.30,None,Sphere,10.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.95 ,0.14 ,
282,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.30,14.30,14.30,None,Sphere,50.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.88 ,0.13 ,
283,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.30,14.30,14.30,None,Sphere,100.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.75 ,0.16 ,
284,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NC,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.20,0.05,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,T,26,26,26,None,irregular,0.00 ,0,7.40,MHRW,0,Washing,3,"2,880",No,None,Daphnia magna ,None,No,GBV,0.80 ,0.08 ,
285,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NC,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.20,0.05,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,T,26,26,26,None,irregular,1.00 ,0,7.40,MHRW,0,Washing,3,"2,880",No,None,Daphnia magna ,None,No,GBV,1.00 ,0.00 ,
286,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NC,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.20,0.05,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,T,26,26,26,None,irregular,10.00 ,0,7.40,MHRW,0,Washing,3,"2,880",No,None,Daphnia magna ,None,No,GBV,0.95 ,0.05 ,
287,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NC,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.20,0.05,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,T,26,26,26,None,irregular,50.00 ,0,7.40,MHRW,0,Washing,3,"2,880",No,None,Daphnia magna ,None,No,GBV,0.55 ,0.05 ,
288,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NC,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.20,0.05,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,T,26,26,26,None,irregular,100.00 ,0,7.40,MHRW,0,Washing,3,"2,880",No,None,Daphnia magna ,None,No,GBV,0.55 ,0.05 ,
289,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NC,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.20,0.05,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,T,26,26,26,None,irregular,0.00 ,0,7.25,Minimal Medium,0,Washing,3,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,1.37 ,0.05 ,
290,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NC,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.20,0.05,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,T,26,26,26,None,irregular,6.00 ,0,7.25,Minimal Medium,0,Washing,3,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,1.26 ,0.05 ,
291,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NC,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.20,0.05,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,T,26,26,26,None,irregular,13.00 ,0,7.25,Minimal Medium,0,Washing,3,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,1.17 ,0.11 ,
292,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NC,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.20,0.05,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,T,26,26,26,None,irregular,25.00 ,0,7.25,Minimal Medium,0,Washing,3,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.98 ,0.10 ,
293,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NC,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.20,0.05,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,T,26,26,26,None,irregular,50.00 ,0,7.25,Minimal Medium,0,Washing,3,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.74 ,0.06 ,
294,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NC,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.20,0.05,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,T,26,26,26,None,irregular,100.00 ,0,7.25,Minimal Medium,0,Washing,3,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.50 ,0.05 ,
295,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NCA,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.21,0.04,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,T,22,22,22,5-sulfosalicylic acid,irregular,0.00 ,0,7.40,MHRW,0,Washing,3,"2,880",No,None,Daphnia magna ,None,No,GBV,0.85 ,0.05 ,
296,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NCA,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.21,0.04,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,T,22,22,22,5-sulfosalicylic acid,irregular,1.00 ,0,7.40,MHRW,0,Washing,3,"2,880",No,None,Daphnia magna ,None,No,GBV,0.95 ,0.05 ,
297,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NCA,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.21,0.04,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,T,22,22,22,5-sulfosalicylic acid,irregular,10.00 ,0,7.40,MHRW,0,Washing,3,"2,880",No,None,Daphnia magna ,None,No,GBV,0.95 ,0.05 ,
298,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NCA,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.21,0.04,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,T,22,22,22,5-sulfosalicylic acid,irregular,50.00 ,0,7.40,MHRW,0,Washing,3,"2,880",No,None,Daphnia magna ,None,No,GBV,0.95 ,0.05 ,
299,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NCA,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.21,0.04,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,T,22,22,22,5-sulfosalicylic acid,irregular,100.00 ,0,7.40,MHRW,0,Washing,3,"2,880",No,None,Daphnia magna ,None,No,GBV,0.80 ,0.10 ,
300,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NCA,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.21,0.04,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,T,22,22,22,5-sulfosalicylic acid,irregular,0.00 ,0,7.25,Minimal Medium,0,Washing,3,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,1.37 ,0.11 ,
301,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NCA,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.21,0.04,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,T,22,22,22,5-sulfosalicylic acid,irregular,6.00 ,0,7.25,Minimal Medium,0,Washing,3,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,1.24 ,0.05 ,
302,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NCA,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.21,0.04,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,T,22,22,22,5-sulfosalicylic acid,irregular,13.00 ,0,7.25,Minimal Medium,0,Washing,3,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,1.07 ,0.08 ,
303,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NCA,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.21,0.04,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,T,22,22,22,5-sulfosalicylic acid,irregular,25.00 ,0,7.25,Minimal Medium,0,Washing,3,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.82 ,0.08 ,
304,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NCA,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.21,0.04,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,T,22,22,22,5-sulfosalicylic acid,irregular,50.00 ,0,7.25,Minimal Medium,0,Washing,3,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.53 ,0.20 ,
305,https://doi.org/10.1039/D3EN00304C,5,Blake G. Hudson,Bob Hamers,2023/5/16,2023/11/7,NCA,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.21,0.04,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,T,22,22,22,5-sulfosalicylic acid,irregular,100.00 ,0,7.25,Minimal Medium,0,Washing,3,180,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.47 ,0.28 ,
306,https://doi.org/10.1039/D3EN00382E,5a,Shreyasi Sengupta,Zeev Rosenzweig,2023/6/12,2023/10/31,InSe-EGCG nanosheets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40,0.60,0.00,T,5,200,200,EGCG,Sheet,0.00 ,0,7.40,HEPES Buffer,0,"2 C H2O,  3 C MeOH",5,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,1.00 ,0.00 ,
307,https://doi.org/10.1039/D3EN00382E,5a,Shreyasi Sengupta,Zeev Rosenzweig,2023/6/12,2023/10/31,InSe-EGCG nanosheets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40,0.60,0.00,T,5,200,200,EGCG,Sheet,15.63 ,0,7.40,HEPES Buffer,0,"2 C H2O,  3 C MeOH",5,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.98 ,0.02 ,
308,https://doi.org/10.1039/D3EN00382E,5a,Shreyasi Sengupta,Zeev Rosenzweig,2023/6/12,2023/10/31,InSe-EGCG nanosheets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40,0.60,0.00,T,5,200,200,EGCG,Sheet,31.25 ,0,7.40,HEPES Buffer,0,"2 C H2O,  3 C MeOH",5,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.99 ,0.04 ,
309,https://doi.org/10.1039/D3EN00382E,5a,Shreyasi Sengupta,Zeev Rosenzweig,2023/6/12,2023/10/31,InSe-EGCG nanosheets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40,0.60,0.00,T,5,200,200,EGCG,Sheet,62.50 ,0,7.40,HEPES Buffer,0,"2 C H2O,  3 C MeOH",5,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.99 ,0.03 ,
310,https://doi.org/10.1039/D3EN00382E,5a,Shreyasi Sengupta,Zeev Rosenzweig,2023/6/12,2023/10/31,InSe-EGCG nanosheets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40,0.60,0.00,T,5,200,200,EGCG,Sheet,125.00 ,0,7.40,HEPES Buffer,0,"2 C H2O,  3 C MeOH",5,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,1.00 ,0.06 ,
311,https://doi.org/10.1039/D3EN00382E,5a,Shreyasi Sengupta,Zeev Rosenzweig,2023/6/12,2023/10/31,InSe-EGCG nanosheets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40,0.60,0.00,T,5,200,200,EGCG,Sheet,250.00 ,0,7.40,HEPES Buffer,0,"2 C H2O,  3 C MeOH",5,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,1.01 ,0.04 ,
312,https://doi.org/10.1039/D3EN00382E,5a,Shreyasi Sengupta,Zeev Rosenzweig,2023/6/12,2023/10/31,InSe-EGCG nanosheets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40,0.60,0.00,T,5,200,200,EGCG,Sheet,500.00 ,0,7.40,HEPES Buffer,0,"2 C H2O,  3 C MeOH",5,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.97 ,0.04 ,
313,https://doi.org/10.1039/D3EN00382E,5a,Shreyasi Sengupta,Zeev Rosenzweig,2023/6/12,2023/10/31,InSe-EGCG nanosheets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40,0.60,0.00,T,5,200,200,EGCG,Sheet,1000.00 ,0,7.40,HEPES Buffer,0,"2 C H2O,  3 C MeOH",5,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.92 ,0.06 ,
314,https://doi.org/10.1039/D3EN00382E,5a,Shreyasi Sengupta,Zeev Rosenzweig,2023/6/12,2023/10/31,InSe-EGCG nanoparticle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40,0.60,0.00,T,5,5,5,EGCG,Sphere,0.00 ,0,7.40,HEPES Buffer,0,"2 C H2O,  3 C MeOH",5,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,1.00 ,0.00 ,
315,https://doi.org/10.1039/D3EN00382E,5a,Shreyasi Sengupta,Zeev Rosenzweig,2023/6/12,2023/10/31,InSe-EGCG nanoparticle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40,0.60,0.00,T,5,5,5,EGCG,Sphere,15.63 ,0,7.40,HEPES Buffer,0,"2 C H2O,  3 C MeOH",5,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.98 ,0.05 ,
316,https://doi.org/10.1039/D3EN00382E,5a,Shreyasi Sengupta,Zeev Rosenzweig,2023/6/12,2023/10/31,InSe-EGCG nanoparticle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40,0.60,0.00,T,5,5,5,EGCG,Sphere,31.25 ,0,7.40,HEPES Buffer,0,"2 C H2O,  3 C MeOH",5,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.97 ,0.03 ,
317,https://doi.org/10.1039/D3EN00382E,5a,Shreyasi Sengupta,Zeev Rosenzweig,2023/6/12,2023/10/31,InSe-EGCG nanoparticle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40,0.60,0.00,T,5,5,5,EGCG,Sphere,62.50 ,0,7.40,HEPES Buffer,0,"2 C H2O,  3 C MeOH",5,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,1.01 ,0.02 ,
318,https://doi.org/10.1039/D3EN00382E,5a,Shreyasi Sengupta,Zeev Rosenzweig,2023/6/12,2023/10/31,InSe-EGCG nanoparticle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40,0.60,0.00,T,5,5,5,EGCG,Sphere,125.00 ,0,7.40,HEPES Buffer,0,"2 C H2O,  3 C MeOH",5,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,1.00 ,0.04 ,
319,https://doi.org/10.1039/D3EN00382E,5a,Shreyasi Sengupta,Zeev Rosenzweig,2023/6/12,2023/10/31,InSe-EGCG nanoparticle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40,0.60,0.00,T,5,5,5,EGCG,Sphere,250.00 ,0,7.40,HEPES Buffer,0,"2 C H2O,  3 C MeOH",5,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.96 ,0.09 ,
320,https://doi.org/10.1039/D3EN00382E,5a,Shreyasi Sengupta,Zeev Rosenzweig,2023/6/12,2023/10/31,InSe-EGCG nanoparticle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40,0.60,0.00,T,5,5,5,EGCG,Sphere,500.00 ,0,7.40,HEPES Buffer,0,"2 C H2O,  3 C MeOH",5,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.93 ,0.11 ,
